"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
5380.08534392649,4500.22016710399,6431.80860674598,4094.24448367564,7069.32198172551
5517.11987026567,4318.15694970936,7048.63221415108,3792.77887477386,8024.47953881432
5429.9110450903,4170.87953161997,7068.58992500972,3627.19112477167,8127.49150861021
5431.49691436797,4143.70591695779,7119.07948633945,3590.5528613684,8215.16363808989
5488.39275827103,4174.92805980355,7214.63713015961,3612.02884924578,8338.27649281436
5502.86642460416,4179.75189823002,7244.36411343361,3613.37134909697,8379.18542019558
5641.9476731172,4281.57457138872,7434.08035923177,3699.64990700607,8602.67511185991
5876.81677877388,4457.00606456435,7748.42810807764,3849.95426408973,8969.42251791378
5886.76455273169,4462.2540236437,7765.53660310798,3853.43738247837,8991.67368710459
5719.35347884069,4333.36890956151,7548.15051049232,3741.22951304704,8742.08095093693
5674.5058391529,4297.58533114778,7492.1047304491,3709.51113429933,8679.09651739458
5702.15817639666,4316.80527415405,7531.6171588412,3725.31393294388,8726.71032308154
5693.5861445993,4308.63314562961,7523.23052901111,3717.49280268949,8718.79344347399
5817.85113520098,4401.00023671808,7690.34524241983,3796.42409583637,8914.25479574133
6042.13759589265,4568.96074877266,7989.79690911465,3940.53313369719,9263.19100435772
6035.78222253212,4562.42091225767,7984.42494339708,3934.10107858912,9258.8236248232
5848.69699724688,4419.3018890945,7739.91812169069,3809.91486922659,8977.11924682299
5787.84435467257,4371.66466672054,7662.28957265356,3768.09032874016,8888.86324122215
5801.13321349936,4380.05776919984,7682.76373405568,3774.57436149112,8914.38437827271
5777.57799325686,4360.63214581784,7654.44567312266,3757.08558481548,8883.29394572706
5888.53336981088,4442.73040830112,7804.3333089228,3827.07026378374,9059.01872974686
6099.81926710539,4600.4533893232,8087.32160964389,3962.16748865119,9389.32222421376
6077.69735666045,4582.04992995883,8061.01373918198,3945.53351509391,9360.63615318833
5874.1028572606,4426.86984992437,7793.94973505683,3811.14094625997,9052.34011973826
5797.95337024479,4367.84162328547,7695.79939168477,3759.57539495792,8940.11775507632
5796.23290328642,4364.92104920201,7696.3776843005,3756.32129698504,8942.54938828373
5757.7761131569,4334.34318348299,7648.16564028741,3729.26996122207,8888.28497671529
5853.21118304288,4404.56678320961,7777.78879469371,3788.95331884695,9040.68220998852
6047.6346679247,4549.21738309926,8039.06035585441,3912.63330459992,9346.17364568299
6010.26616179936,4519.42475234675,7992.36036091377,3886.24337232883,9293.71037975607
5794.12649669489,4355.24985810301,7707.85611964999,3744.31929310184,8964.67618072253
5704.53386522015,4286.30842156531,7591.49938174508,3684.32140963338,8831.08722363909
5688.51345359327,4272.69253844913,7572.97484270609,3671.89955065513,8811.2590221837
5636.69971857987,4232.20690233387,7506.77517018357,3636.39335422696,8735.94611394461
5716.0051852164,4290.18763586195,7615.16586732061,3685.49996840216,8863.79378518313
5891.48297170079,4420.29895356882,7851.77710789512,3796.54723934689,9140.94506269355
5840.99056433664,4380.79567060056,7787.36063278456,3761.8818892622,9067.72473895126
5617.57340154254,4211.64757972117,7492.30909367293,3615.91110030966,8725.89655510704
5517.78686779657,4135.30436859691,7361.94355277899,3549.6709498854,8575.74502354419
5489.6497184577,4112.70858106268,7327.087462472,3529.58965418625,8536.79763039617
5427.3754244404,4064.55908909028,7246.63278722881,3487.58770164108,8444.70236842138
5491.56680349567,4111.14393935766,7334.99383067855,3526.88378430358,8549.30821652039
5647.90790805534,4226.671801371,7546.51615125844,3625.30583962298,8797.51407176006
5587.65623480207,4180.04735442231,7468.74960377986,3584.61827931744,8708.5464444445
5362.83095967219,4010.36126698401,7170.91183906827,3438.42337678276,8362.9194030466
5256.97963078642,3929.76049047106,7031.95518523514,3368.66183777779,8202.45844135039
5219.95515881977,3900.66291182146,6984.97144722269,3343.07416275267,8149.22337301933
5150.9597305135,3847.69984999941,6895.16332949622,3297.04427178716,8046.0002231902
5202.32652164246,3884.67419571676,6966.425114864,3328.09382304503,8130.70092478272
5340.96461982462,3986.78069315057,7154.61618937091,3414.92814102759,8351.91357836382
5274.97026143561,3936.08410983235,7068.78657617659,3370.85264678416,8253.3116153215
5054.41766039159,3770.11348675,6775.74353151911,3228.08179917751,7912.71490214063
4946.8680002335,3688.54521365415,6633.98654471201,3157.63028579122,7748.6667367097
4904.65843213609,3655.75029512945,6579.75903817059,3128.95654615729,7686.79754727145
4832.91772819418,3600.97114216754,6485.86737705009,3081.47915061349,7578.56239377181
4874.50787206324,3630.6643341915,6544.01488550279,3106.30183642882,7647.94898195801
4998.02010044466,3721.34652224914,6712.19608403155,3183.29240158288,7845.96511615715
4930.32966026668,3669.61825389101,6623.68550839797,3138.44171646274,7743.98635398636
4718.86965714977,3510.9361380385,6341.93269830926,3002.14310539377,7416.02387523537
