"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
3040.82012680695,2547.68671864186,3629.40502425593,2319.88731755368,3985.79138631454
3101.75338092384,2439.09242674694,3944.44827202053,2147.69866389668,4479.61992477342
3057.81440643828,2368.44475503446,3947.83487886016,2068.85953526335,4519.50867851533
2972.63754982007,2295.87454325673,3848.89230669336,2002.42535699851,4412.93537049423
2975.56196654832,2297.58079921799,3853.6050106856,2003.65853620635,4418.90098991474
3013.74475582303,2326.50688404048,3903.98900883374,2028.62721767472,4477.2430525291
3028.68631353755,2337.48412224725,3924.27934181726,2037.94184347055,4501.08058390874
3122.29273492894,2409.15847444889,4046.52158623694,2100.16859538645,4641.87093867848
3275.00851401252,2526.40191492838,4245.43717172251,2202.10170743069,4870.65621956006
3297.11958694885,2542.86350344736,4275.100648269,2216.17557868437,4905.29598816945
3221.99161806048,2484.33931334471,4178.66825571978,2164.90137506408,4795.24366704054
3223.83351073855,2485.17820917429,4182.03503651184,2165.36429228725,4799.7014463371
3263.07021202475,2514.83851682388,4233.92077498553,2190.93725417649,4859.8501846159
3276.32897422644,2524.46990747127,4252.11302675568,2199.05744531697,4881.3327576276
3373.80098739219,2598.97358841106,4379.62623963162,2263.68061705171,5028.32979132078
3534.05659727144,2721.80064093226,4588.71074559743,2370.37400791162,5269.02317179574
3552.36454365249,2735.27279955019,4613.54115838076,2381.81725726588,5298.17866402272
3465.2948484521,2667.61563970954,4501.49865298986,2322.6195528975,5170.13986585029
3460.49251330653,2663.30554592878,4496.29531381341,2318.58429186672,5164.79303083201
3495.13409522988,2689.34841544923,4542.35013518872,2340.97140008453,5218.33025346176
3501.27559292323,2693.45506447824,4551.37743216042,2344.26091210505,5229.3369989625
3596.63303664408,2766.17897094965,4676.40348588159,2407.26513403182,5373.63688124489
3757.78847860985,2889.46664390294,4887.0520983712,2514.25335570802,5616.36865510029
3767.13401124626,2895.99192698117,4900.32389256578,2519.62698629134,5632.30121234895
3664.62617513265,2816.54262227983,4768.07440080744,2450.20539887151,5480.96274216475
3649.16580222265,2804.01616313982,4749.04923919969,2439.01168912824,5459.75675327567
3675.06708119774,2823.26999326631,4783.85626599507,2455.46056431108,5500.44164479028
3670.81514163858,2819.35508590021,4779.42052853956,2451.75717801831,5496.01053724912
3759.80901939295,2887.04471711272,4896.4131214179,2510.31659833717,5631.22728821698
3916.91107325275,3006.9918670899,5102.17280310101,2614.29586350199,5868.57516469873
3915.45325416156,3005.18340004312,5101.44370978845,2612.40638421085,5868.44899000482
3798.28502731941,2914.58155946239,4949.92802058118,2533.33652594436,5694.84885622142
3772.02780085433,2893.76363537419,4916.84715102072,2514.93364099064,5657.48254583069
3788.9195831819,2906.04896491723,4940.01015195878,2525.30089229546,5684.83190291336
3775.16004352594,2894.82349918835,4923.21314681731,2515.23706758666,5666.19862446558
3857.65421560328,2957.39595482646,5031.95921228353,2569.28975000824,5792.06587924212
4010.10048660255,3073.55641277253,5232.01903293728,2669.87994211711,6023.08180441256
4000.58784628999,3065.55448169857,5220.81827284471,2662.60211455955,6010.92533386419
3873.84149968979,2967.73876520644,5056.59322009674,2577.32521501959,5822.56647991951
3840.86775584708,2941.78917104369,5014.72539952705,2554.47288592525,5775.07188805213
3852.67338203237,2950.13992172061,5031.31795543009,2561.40642113416,5794.89904856931
3834.16064745095,2935.27494645385,5008.31707312384,2548.18352590866,5769.12422334299
3914.21684623562,2995.86147506508,5114.08600819652,2600.4579846738,5891.69023471028
4065.96617741989,3111.28156625639,5313.59195459781,2700.31113638742,6122.287204183
4054.34116840858,3101.65968124378,5299.64074957568,2691.62652598368,6106.96971344267
3924.88677108943,3001.91678598943,5131.63322267469,2604.74450691241,5914.1061736089
3891.37466211283,2975.58305289343,5089.01826159204,2581.57237231077,5865.72598971489
3904.10653278213,2984.61385403549,5106.87422114593,2589.08374303559,5887.04296169075
3886.95655541161,2970.80099324454,5085.64223804037,2576.77907579966,5863.30075077863
3970.58147778432,3034.00137357487,5196.27879237148,2631.26924495259,5991.60145683413
