"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
5221.14018981384,4574.63203517566,5867.64834445203,4232.39129131453,6209.88908831316
5168.04779641001,4289.94439897426,6046.15119384575,3825.10453923022,6510.99105358979
5120.41897262448,4163.44175433175,6077.3961909172,3656.84861595139,6583.98932929757
5154.09823933287,4175.78282054073,6132.41365812501,3657.89392114145,6650.3025575243
5209.89603421663,4226.45052400587,6193.34154442739,3705.84591825301,6713.94615018025
5225.84997970378,4240.90562933671,6210.79433007085,3719.50758553308,6732.19237387448
5301.30056221813,4315.54985411182,6287.05127032443,3793.72495030571,6808.87617413054
5419.25566839151,4432.73940763712,6405.7719291459,3910.50924473897,6928.00209204404
5415.26523583684,4427.86824691664,6402.66222475705,3905.17185469029,6925.3586169834
5324.9055618398,4336.50687804922,6313.30424563038,3813.28022058941,6836.5309030902
5306.83134592464,4317.35136559556,6296.31132625372,3793.55230432458,6820.11038752471
5326.49735676534,4335.8973510863,6317.09736244438,3811.50538420977,6841.48932932091
5322.52031785978,4330.78719309461,6314.25344262495,3805.79538920731,6839.24524651226
5388.38100406189,4395.51366530862,6381.24834281517,3869.92144480444,6906.84056331934
5501.70291568965,4507.70424561649,6495.70158576281,3981.51313448782,7021.89269689148
5494.74053667045,4499.61385160493,6489.86722173597,3972.82560540951,7016.65546793138
5401.5163837981,4405.26436004486,6397.76840755134,3877.88039553279,6925.1523720634
5380.14614234229,4382.77077314568,6377.52151153889,3854.7921454768,6905.50013920777
5396.00149691006,4397.50433024483,6394.4986635753,3868.93185886744,6923.07113495268
5387.76127960389,4388.14364110736,6387.37891810042,3858.97802777149,6916.54453143629
5448.98076418448,4448.24389458202,6449.71763378693,3918.48579608801,6979.47573228095
5557.33217945455,4555.47729958925,6559.18705931986,4025.12736221237,7089.53699669673
5545.09325971774,4542.12159308531,6548.06492635017,4011.18046450509,7079.0060549304
5446.29443081314,4442.20720688566,6450.38165474063,3910.67553794528,6981.91332368101
5419.05292253432,4413.85137391917,6424.25447114947,3881.72981712158,6956.37602794706
5428.74099157325,4422.426350632,6435.05563251449,3889.71555835001,6967.76642479648
5414.03955781225,4406.61305438793,6421.46606123657,3873.3136776611,6954.7654379634
5468.50831695195,4459.97117722348,6477.04545668042,3926.08386515174,7010.93276875217
5569.82632819099,4560.17977424645,6579.47288213553,4025.70517376414,7113.94748261785
5550.2804017472,4539.52565150694,6561.03515198745,4004.46440734215,7096.09639615224
5443.91209801,4432.05036527623,6455.77383074378,3896.40311997702,6991.42107604299
5408.85168861712,4395.88418314578,6421.81919408846,3859.65157711828,6958.05180011595
5410.4862617679,4396.41418932798,6424.55833420782,3859.59686086774,6961.37566266807
5387.5132578415,4372.33782025707,6402.68869542593,3834.93640557131,6940.09011011169
5433.5104841061,4417.23287928633,6449.78808892587,3879.24801250986,6987.77295570234
5526.1765991938,4508.79802115654,6543.55517723106,3970.23033436423,7082.12286402337
5497.81938894733,4479.34102784006,6516.29775005459,3940.19115105794,7055.44762683672
5382.50264500566,4362.92568712571,6402.07960288562,3823.19424834164,6941.81104166969
5338.37999722276,4317.70562503738,6359.05436940814,3777.39325021172,6899.36674423381
5330.86288342453,4309.09227559115,6352.6334912579,3768.19958866745,6893.52617818161
5298.67394380797,4275.80827519445,6321.53961242149,3734.33589811018,6863.01198950576
5335.41688995017,4311.45733165498,6359.37644824535,3769.40588435224,6901.42789554809
5418.81684022685,4393.76455959924,6443.86912085446,3851.13466003537,6986.49902041833
5381.20844433881,4355.0646049987,6407.35228367892,3811.8568691569,6950.56001952072
5256.68260938819,4229.44837124607,6283.91684753031,3685.66341314584,6827.70180563054
5203.42017966377,4175.09669894031,6231.74366038722,3630.73513064792,6776.10522867961
5186.85975469361,4157.44818393924,6216.27132544798,3612.51061557803,6761.2088938092
5145.75093390539,4115.25242201963,6176.24944579114,3569.73946178026,6721.76240603051
5173.72403887349,4142.13973112422,6205.30834662276,3596.05198527489,6751.3960924721
5248.53030593278,4215.86134397531,6281.19926789025,3669.19941687183,6827.86119499373
5202.52987279725,4168.77739469328,6236.28235090123,3621.54188878913,6783.51785680538
5069.83837252036,4035.00351275679,6104.67323228393,3487.19502861306,6652.48171642767
5008.66048779779,3972.7443773054,6044.57659829017,3424.36351360067,6592.9574619949
4984.45765095499,3947.46141712699,6021.45388478299,3398.50877066718,6570.4065312428
4936.0011786802,3897.92594539062,5974.07641196979,3348.40211111869,6523.60024624172
4956.94189313432,3917.78878075626,5996.09500551238,3367.69435176192,6546.18943450672
5025.05022279739,3984.8203482212,6065.28009737358,3434.15591575049,6615.94452984429
4972.70410719431,3931.39858384558,6014.00963054304,3380.16473731039,6565.24347707823
4834.03551926123,3791.65545711866,5876.41558140381,3239.85278410623,6428.21825441624
