"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
3099.90729670527,2457.60420220075,3742.2103912098,2117.58948271038,4082.22511070017
3197.12545436467,2322.08670383577,4072.16420489357,1858.86917016689,4535.38173856245
3211.7422458179,2297.64974831261,4125.83474332319,1813.7584098048,4609.726081831
3139.2391585337,2220.45473811661,4058.02357895078,1734.07964565155,4544.39867141584
3144.23043692011,2220.77793223626,4067.68294160396,1731.93170523037,4556.52916860985
3179.40823308778,2251.31112307581,4107.50534309976,1760.0061905284,4598.81027564716
3186.70112805432,2253.98254090261,4119.41971520603,1760.23114613707,4613.17110997157
3274.32815844488,2337.01088023862,4211.64543665114,1840.82508547981,4707.83123140994
3412.50698323511,2470.6134663078,4354.40050016242,1972.00515710313,4853.00880936709
3421.62787851072,2475.180249513,4368.07550750844,1974.16113900378,4869.09461801766
3345.47595008535,2394.49601778335,4296.45588238734,1891.077650833,4799.87424933769
3346.54419966706,2391.0534624818,4302.03493685231,1885.24721966696,4807.84117966715
3377.56758189246,2417.58723519128,4337.54792859364,1909.40433666165,4845.73082712328
3380.51774490322,2416.06868805355,4344.9668017529,1905.52019726596,4855.51529254049
3463.65676017942,2494.75960337487,4432.55391698397,1981.85643070678,4945.45708965206
3597.24499439112,2623.92006525921,4570.56992352303,2108.6729715066,5085.81701727564
3601.71481323786,2623.9821632382,4579.44746323752,2106.40176300263,5097.02786347309
3520.89250908172,2538.77191970328,4503.01309846016,2018.86868467244,5022.916333491
3517.31108998365,2530.82207874898,4503.80010121832,2008.60634087522,5026.01583909209
3543.74406932317,2552.90589560736,4534.58224303897,2028.387850188,5059.10028845833
3542.1999504663,2547.03162113795,4537.36827979465,2020.22132980144,5064.17857113116
3620.97571390315,2621.49598879419,4620.45543901211,2092.40338239568,5149.54804541062
3750.3644612283,2746.5918584394,4754.13706401719,2215.22673986924,5285.50218258735
3750.82890743936,2742.7817084872,4758.87610639152,2209.15375539574,5292.50405948299
3666.22311474901,2653.91936956133,4678.52685993669,2118.03813700313,5214.40809249489
3659.10510678344,2642.56263854775,4675.64757501913,2104.43756154836,5213.77265201853
3682.27050347694,2661.50691334825,4703.03409360564,2121.14730939629,5243.39369755759
3677.74687211451,2652.77954378735,4702.71420044168,2110.19461525484,5245.29912897418
3753.84710278297,2724.69320693268,4783.00099863326,2179.89204342609,5327.80216213985
3880.87696328839,2847.55346188646,4914.20046469032,2300.54504253111,5461.20888404567
3879.3085255417,2841.8321760497,4916.7848750337,2292.62537170988,5465.99167937352
3793.00185697231,2751.38921641875,4834.61449752586,2199.99279185593,5386.01092208868
3784.5176160437,2738.78504498805,4830.25018709935,2185.20766095925,5383.82757112815
3806.65069221645,2756.81435860422,4856.48702582868,2201.06457390279,5412.2368105301
3801.42458568204,2747.50046859482,4855.34870276925,2189.5867420356,5413.26242932847
3877.14483483572,2819.14872813978,4935.14094153167,2259.07942049053,5495.21024918091
4004.10664609361,2942.05416199055,5066.15913019667,2379.83753785158,5628.37575433564
4002.76841744559,2936.67498992848,5068.86184496271,2372.31921956219,5633.21761532899
3916.97354854151,2846.8544367596,4987.09266032342,2280.36759787168,5553.57949921134
3909.26317547527,2835.13346701051,4983.39288394004,2266.52354648437,5552.00280446618
3932.40996956325,2854.28458362138,5010.53535550513,2283.55947920748,5581.26045991902
3928.41269425924,2846.3063847785,5010.51900373998,2273.47390673997,5583.3514817785
4005.54982686962,2919.47718554965,5091.62246818958,2344.54505826568,5666.55459547355
4134.08739825554,3044.06285750912,5224.11193900196,2467.03872103754,5801.13607547354
4134.45274039196,3040.49057622213,5228.41490456179,2461.38198782243,5807.52349296149
4050.45653296649,2952.57086777141,5148.34219816157,2371.3853033896,5729.52776254338
4044.60578548788,2942.8105907958,5146.40098017996,2359.55544651218,5729.65612446358
4069.6378924365,2963.94699157304,5175.32879329997,2378.62958501415,5760.64619985885
4067.51545377982,2957.94252446964,5177.08838309,2370.57009618557,5764.46081137407
4146.48016565364,3033.03874255871,5259.92158874858,2443.61845736669,5849.3418739406
