"date","load"
2011-01-01,5233.67637337816
2011-01-02,5344.0293592014
2011-01-03,5490.84023449359
2011-01-04,5442.82896088319
2011-01-05,5348.76703861821
2011-01-06,5409.15160992018
2011-01-07,5315.34691388274
2011-01-08,5492.30203749079
2011-01-09,5560.48800644379
2011-01-10,5600.92840586763
2011-01-11,5523.48694158692
2011-01-12,5491.12696160803
2011-01-13,5613.98317441014
2011-01-14,5581.34701513459
2011-01-15,5802.18183919862
2011-01-16,5896.71026970934
2011-01-17,5921.22633423734
2011-01-18,5837.4643906513
2011-01-19,5842.35245550566
2011-01-20,5959.04957817347
2011-01-21,5900.90659457707
2011-01-22,5983.47484596007
2011-01-23,5967.03950502522
2011-01-24,5968.07988818351
2011-01-25,6094.78642239761
2011-01-26,6115.31866066967
2011-01-27,6119.37735605534
2011-01-28,5972.32307484037
2011-01-29,6116.5763047159
2011-01-30,6283.46067284151
2011-01-31,6336.9924879044
2011-02-01,6287.53582605466
2011-02-02,6216.22829977578
2011-02-03,6242.58118740184
2011-02-04,6279.84293521119
2011-02-05,6473.96306646735
2011-02-06,6424.7086954239
2011-02-07,6386.36198788361
2011-02-08,6342.05971959137
2011-02-09,6270.10274254649
2011-02-10,6420.89358419481
2011-02-11,6386.42299910175
2011-02-12,6449.60860048983
2011-02-13,6425.08182400067
2011-02-14,6458.14964298058
2011-02-15,6435.49528944171
2011-02-16,6405.41008962054
2011-02-17,6475.00894703501
2011-02-18,6413.10786989469
2011-02-19,6504.5331129232
2011-02-20,6513.15941766931
2011-02-21,6509.70408960118
2011-02-22,6402.35905010591
2011-02-23,6435.84790813433
2011-02-24,6518.30645877367
2011-02-25,6430.13024071307
2011-02-26,6538.40253791313
2011-02-27,6503.33582944746
2011-02-28,6454.96405633746
