"date","load"
2011-01-01,5112.43166548395
2011-01-02,5031.57987577485
2011-01-03,5180.31210596149
2011-01-04,5130.31220650829
2011-01-05,5076.47533223507
2011-01-06,5040.97947234287
2011-01-07,4847.31561203807
2011-01-08,4962.80776409818
2011-01-09,4937.73873791384
2011-01-10,4918.39140397672
2011-01-11,4841.79944157662
2011-01-12,4819.36916945908
2011-01-13,4918.51724515404
2011-01-14,4791.03703342886
2011-01-15,4895.03550678339
2011-01-16,5050.42429264904
2011-01-17,5037.28838883877
2011-01-18,4891.67849750814
2011-01-19,4834.65175679724
2011-01-20,4880.14029288854
2011-01-21,4714.2775770084
2011-01-22,4783.34365329241
2011-01-23,4765.39899409415
2011-01-24,4706.06969517484
2011-01-25,4942.40186013309
2011-01-26,5015.42298368952
2011-01-27,4943.22470932426
2011-01-28,4625.55567301616
2011-01-29,4728.66783647823
2011-01-30,5044.90358715644
2011-01-31,5050.5625941628
2011-02-01,5035.13458401865
2011-02-02,5038.64667159908
2011-02-03,5145.30091822466
2011-02-04,5223.48122503714
2011-02-05,5316.61210215867
2011-02-06,5162.79196162055
2011-02-07,5074.70258888258
2011-02-08,4917.65854113955
2011-02-09,4790.5425843577
2011-02-10,5118.10478857085
2011-02-11,5174.39149210969
2011-02-12,5194.66787420517
2011-02-13,5034.88188254061
2011-02-14,4931.0290878119
2011-02-15,4945.30788876511
2011-02-16,4928.07764695124
2011-02-17,5013.57936736963
2011-02-18,4932.34049705682
2011-02-19,4808.18409501194
2011-02-20,4900.9787297012
2011-02-21,4933.12649923884
2011-02-22,4859.61789541762
2011-02-23,4966.11299965178
2011-02-24,5023.72355287347
2011-02-25,4915.58762730441
2011-02-26,4973.39418306744
2011-02-27,4890.99181007877
2011-02-28,4721.35687348601
