"date","load"
2011-01-01,4823.27838048461
2011-01-02,4738.05736213097
2011-01-03,4920.65200165732
2011-01-04,4992.09716737136
2011-01-05,5065.81285837062
2011-01-06,4916.24923980492
2011-01-07,4762.08850224864
2011-01-08,4804.73957248921
2011-01-09,4743.68081571696
2011-01-10,4727.668382574
2011-01-11,4705.60340779871
2011-01-12,4708.6842711821
2011-01-13,4727.34137561608
2011-01-14,4549.88544505496
2011-01-15,4625.11404126093
2011-01-16,4792.40214486679
2011-01-17,4770.92827416275
2011-01-18,4628.88483538611
2011-01-19,4577.42740916612
2011-01-20,4518.4258708703
2011-01-21,4406.9355342661
2011-01-22,4509.97091447175
2011-01-23,4519.45809999759
2011-01-24,4413.31107580533
2011-01-25,4692.65205750793
2011-01-26,4870.52867777167
2011-01-27,4739.3008726294
2011-01-28,4410.21981166469
2011-01-29,4509.73058986632
2011-01-30,4862.58182680455
2011-01-31,4853.41771176127
2011-02-01,4930.60116140197
2011-02-02,5023.1690789119
2011-02-03,5161.64246518529
2011-02-04,5289.84366954443
2011-02-05,5267.08565703875
2011-02-06,5149.29574063957
2011-02-07,4969.69212369425
2011-02-08,4784.07669675662
2011-02-09,4660.06090550286
2011-02-10,5074.83529498885
2011-02-11,5288.00269320627
2011-02-12,5284.68521076003
2011-02-13,4992.55866562525
2011-02-14,4792.08935541095
2011-02-15,4838.702127277
2011-02-16,4856.45944908261
2011-02-17,4953.99277776248
2011-02-18,4848.23451904288
2011-02-19,4661.06240075018
2011-02-20,4795.52361420467
2011-02-21,4841.29188125443
2011-02-22,4752.75680847526
2011-02-23,4905.48076940353
2011-02-24,4954.30765686498
2011-02-25,4885.46946193109
2011-02-26,4847.66032291313
2011-02-27,4776.12796338573
2011-02-28,4501.7630812497
