"date","load"
2011-01-01,5014.11573310114
2011-01-02,5089.60817763941
2011-01-03,5332.82243512298
2011-01-04,5318.92948807054
2011-01-05,5235.49661021666
2011-01-06,5212.69442292535
2011-01-07,5018.45855144191
2011-01-08,5186.06030527263
2011-01-09,5269.05452872162
2011-01-10,5364.148334034
2011-01-11,5287.42694332629
2011-01-12,5246.49692623168
2011-01-13,5373.84591205313
2011-01-14,5255.02147269767
2011-01-15,5487.27774683413
2011-01-16,5667.72065805662
2011-01-17,5760.39079691084
2011-01-18,5633.40031881427
2011-01-19,5615.32218925895
2011-01-20,5735.63099765901
2011-01-21,5614.77009249916
2011-01-22,5694.58772772527
2011-01-23,5691.23434678957
2011-01-24,5704.06483450008
2011-01-25,5983.31977345249
2011-01-26,6104.35453718437
2011-01-27,6069.22236049765
2011-01-28,5745.98559196022
2011-01-29,5904.7679706965
2011-01-30,6282.26861477901
2011-01-31,6412.29966893979
2011-02-01,6410.68764445077
2011-02-02,6365.24696841885
2011-02-03,6469.12353884838
2011-02-04,6571.20337173156
2011-02-05,6775.14029750537
2011-02-06,6682.20669834101
2011-02-07,6616.55145509344
2011-02-08,6496.38588187848
2011-02-09,6341.65787615359
2011-02-10,6729.98273540736
2011-02-11,6787.1370470766
2011-02-12,6837.85681104169
2011-02-13,6699.68371798049
2011-02-14,6696.03494778352
2011-02-15,6710.84346117711
2011-02-16,6690.5578282069
2011-02-17,6836.27127115071
2011-02-18,6706.29039436764
2011-02-19,6691.18717095967
2011-02-20,6778.97085844365
2011-02-21,6865.02506798319
2011-02-22,6722.73555273661
2011-02-23,6848.0631675595
2011-02-24,7000.30606332451
2011-02-25,6852.32630173877
2011-02-26,6936.63263210971
2011-02-27,6875.61493172242
2011-02-28,6742.46995148679
