"date","load"
2011-01-01,5046.46994048373
2011-01-02,4954.74703002814
2011-01-03,5161.10638457809
2011-01-04,5127.62612867113
2011-01-05,5087.54227834635
2011-01-06,5091.69983864945
2011-01-07,4879.71687949051
2011-01-08,5044.686374736
2011-01-09,5039.14795233433
2011-01-10,5073.25175862792
2011-01-11,5022.07207205997
2011-01-12,5027.1261866661
2011-01-13,5191.56827748217
2011-01-14,5061.59635013423
2011-01-15,5220.40468030055
2011-01-16,5425.07180368377
2011-01-17,5473.44243324656
2011-01-18,5351.06816453969
2011-01-19,5323.04405284167
2011-01-20,5432.60844489713
2011-01-21,5264.28137615916
2011-01-22,5388.10264823355
2011-01-23,5401.93670716952
2011-01-24,5402.09664302851
2011-01-25,5712.50016312039
2011-01-26,5833.31811780784
2011-01-27,5812.48692051949
2011-01-28,5474.93302851294
2011-01-29,5638.25586749134
2011-01-30,6028.52020171255
2011-01-31,6101.41608525746
2011-02-01,6127.81701315132
2011-02-02,6169.27184646616
2011-02-03,6347.87654507277
2011-02-04,6453.74863503391
2011-02-05,6603.82558671419
2011-02-06,6462.08293704326
2011-02-07,6425.15393313449
2011-02-08,6287.82807133154
2011-02-09,6177.76158711621
2011-02-10,6599.73970078558
2011-02-11,6676.06009983222
2011-02-12,6739.42433742323
2011-02-13,6584.73677360668
2011-02-14,6522.51085040253
2011-02-15,6570.68098079327
2011-02-16,6577.11053070205
2011-02-17,6719.16417830411
2011-02-18,6633.74072480459
2011-02-19,6528.04268458037
2011-02-20,6649.30696268308
2011-02-21,6730.52426541239
2011-02-22,6671.04521692452
2011-02-23,6808.16268340436
2011-02-24,6910.00662819854
2011-02-25,6786.37294707282
2011-02-26,6878.12888227064
2011-02-27,6793.41686590981
2011-02-28,6637.47860264209
