"date","load"
2011-01-01,4833.38032141283
2011-01-02,4987.97503895337
2011-01-03,5228.82445262026
2011-01-04,5308.36114574655
2011-01-05,5325.1893991829
2011-01-06,5258.39157372429
2011-01-07,5146.42301553567
2011-01-08,5247.36122963762
2011-01-09,5355.89769206306
2011-01-10,5490.8715249224
2011-01-11,5488.83619955073
2011-01-12,5486.56109585554
2011-01-13,5546.47026806899
2011-01-14,5416.38989389826
2011-01-15,5645.70255641849
2011-01-16,5793.56778736937
2011-01-17,5936.69164931829
2011-01-18,5876.44971625143
2011-01-19,5918.62561860485
2011-01-20,5997.12338492201
2011-01-21,5974.96223483214
2011-01-22,6027.81198480949
2011-01-23,6045.37622728311
2011-01-24,6078.24143253909
2011-01-25,6305.93619697674
2011-01-26,6546.09721953589
2011-01-27,6510.15459534916
2011-01-28,6286.98960268273
2011-01-29,6414.66743300526
2011-01-30,6733.84660391806
2011-01-31,6907.19622790404
2011-02-01,6983.57037202773
2011-02-02,7003.1429860898
2011-02-03,7084.5493817967
2011-02-04,7208.8181885056
2011-02-05,7393.93949794636
2011-02-06,7402.01392645681
2011-02-07,7296.91976471972
2011-02-08,7218.02762559172
2011-02-09,7085.18699853186
2011-02-10,7443.90381541151
2011-02-11,7604.3921737709
2011-02-12,7675.16686197952
2011-02-13,7506.69093993971
2011-02-14,7484.33815729746
2011-02-15,7520.50914341118
2011-02-16,7542.3610186259
2011-02-17,7679.25395806993
2011-02-18,7530.18441116597
2011-02-19,7562.16499487965
2011-02-20,7633.84768535722
2011-02-21,7748.90300350143
2011-02-22,7603.28285235329
2011-02-23,7761.80080977662
2011-02-24,7939.55045384643
2011-02-25,7824.84074824421
2011-02-26,7844.55620547203
2011-02-27,7810.22594044227
2011-02-28,7656.8553752121
