"date","load"
2011-01-01,5395.13538097565
2011-01-02,5496.61841944245
2011-01-03,5589.44343733069
2011-01-04,5380.80194813234
2011-01-05,5101.753152306
2011-01-06,5194.40119871868
2011-01-07,5025.30822806029
2011-01-08,5269.08860704959
2011-01-09,5355.13241506382
2011-01-10,5355.80744528218
2011-01-11,5157.62055860506
2011-01-12,5047.82393828779
2011-01-13,5241.49882181665
2011-01-14,5239.95921172821
2011-01-15,5530.24399927761
2011-01-16,5612.57288624095
2011-01-17,5596.45719338785
2011-01-18,5428.59165422461
2011-01-19,5393.23040677473
2011-01-20,5576.94338077853
2011-01-21,5487.00618405995
2011-01-22,5499.75693670619
2011-01-23,5437.89333828242
2011-01-24,5426.78106747472
2011-01-25,5473.57354879002
2011-01-26,5421.16197941996
2011-01-27,5404.47055030202
2011-01-28,5235.89888557322
2011-01-29,5353.13871441083
2011-01-30,5513.35179978846
2011-01-31,5571.04784404366
2011-02-01,5403.99803039583
2011-02-02,5215.32624775608
2011-02-03,5164.28692378904
2011-02-04,5178.37631230057
2011-02-05,5473.96635891841
2011-02-06,5384.33684238165
2011-02-07,5304.36332492087
2011-02-08,5217.25062438985
2011-02-09,5072.83085304315
2011-02-10,5171.59415123798
2011-02-11,5055.55956718271
2011-02-12,5120.7638387347
2011-02-13,5148.63394532427
2011-02-14,5194.81280807875
2011-02-15,5087.20721300807
2011-02-16,4998.38889884249
2011-02-17,5053.5750361112
2011-02-18,4984.57448183939
2011-02-19,5150.63001593511
2011-02-20,5105.9060338534
2011-02-21,5054.73196779133
2011-02-22,4853.26827264058
2011-02-23,4846.36450918877
2011-02-24,4959.06951168913
2011-02-25,4828.03226965791
2011-02-26,4999.16709039866
2011-02-27,4951.16143196928
2011-02-28,4910.33256950542
