"date","load"
2011-01-01,5093.0015310515
2011-01-02,5092.44512372323
2011-01-03,5255.13548757982
2011-01-04,5281.93542535006
2011-01-05,5299.65920848512
2011-01-06,5291.3969270412
2011-01-07,5179.75085855161
2011-01-08,5327.74801288095
2011-01-09,5367.41600734401
2011-01-10,5398.11781894551
2011-01-11,5376.2994953152
2011-01-12,5389.37999170526
2011-01-13,5468.12556196644
2011-01-14,5393.2362753449
2011-01-15,5539.32699307609
2011-01-16,5691.21229912507
2011-01-17,5734.88841336189
2011-01-18,5656.34133065076
2011-01-19,5643.9368332306
2011-01-20,5717.38787967681
2011-01-21,5616.54979081333
2011-01-22,5740.74947613946
2011-01-23,5748.64315617626
2011-01-24,5722.64548014627
2011-01-25,5967.90913948501
2011-01-26,6066.37284581786
2011-01-27,6053.47033061013
2011-01-28,5807.23066651227
2011-01-29,5967.78972950217
2011-01-30,6275.37361089056
2011-01-31,6309.7111701809
2011-02-01,6320.75171441455
2011-02-02,6335.02783849114
2011-02-03,6462.32822248942
2011-02-04,6565.85906675638
2011-02-05,6718.45982308875
2011-02-06,6607.01198708267
2011-02-07,6561.94253900295
2011-02-08,6444.12405941177
2011-02-09,6341.01961511836
2011-02-10,6662.91779091662
2011-02-11,6727.89045914754
2011-02-12,6797.26150087733
2011-02-13,6669.37408169108
2011-02-14,6599.97664766576
2011-02-15,6627.10219743056
2011-02-16,6621.25757504477
2011-02-17,6719.71181464625
2011-02-18,6650.73235743411
2011-02-19,6574.87621824425
2011-02-20,6661.94852462263
2011-02-21,6705.1175467452
2011-02-22,6646.91719977479
2011-02-23,6750.4243731251
2011-02-24,6822.04241904968
2011-02-25,6724.11674005741
2011-02-26,6804.27614525108
2011-02-27,6723.57683919505
2011-02-28,6574.28862039792
