"date","load"
2011-01-01,4952.57503525702
2011-01-02,4977.58701149593
2011-01-03,5148.32382367235
2011-01-04,5171.52125876329
2011-01-05,5158.71564317371
2011-01-06,5070.69339158084
2011-01-07,4956.19864054377
2011-01-08,5065.53439910227
2011-01-09,5100.78790111892
2011-01-10,5124.81023695125
2011-01-11,5048.07135821128
2011-01-12,5003.77266487434
2011-01-13,5050.41717964315
2011-01-14,4898.12380095486
2011-01-15,5109.0683643257
2011-01-16,5267.0103086193
2011-01-17,5271.58161900482
2011-01-18,5107.63671027092
2011-01-19,5079.57302070373
2011-01-20,5078.52960570595
2011-01-21,5019.71018587305
2011-01-22,5096.46887104494
2011-01-23,5090.2841445315
2011-01-24,5006.03097195235
2011-01-25,5207.50317627718
2011-01-26,5366.03983763285
2011-01-27,5245.13984948799
2011-01-28,4977.17969418606
2011-01-29,5103.20388464406
2011-01-30,5405.37463775918
2011-01-31,5442.03723054604
2011-02-01,5455.9961045242
2011-02-02,5450.18066293275
2011-02-03,5497.04340909636
2011-02-04,5610.48266090859
2011-02-05,5709.19040829628
2011-02-06,5661.11351758537
2011-02-07,5459.70102132773
2011-02-08,5306.69971619131
2011-02-09,5152.63305639028
2011-02-10,5471.44275633108
2011-02-11,5633.40854669586
2011-02-12,5659.72023522753
2011-02-13,5439.55447557757
2011-02-14,5319.19468411579
2011-02-15,5312.03185199006
2011-02-16,5294.42102150586
2011-02-17,5377.26217192823
2011-02-18,5248.09057785753
2011-02-19,5228.4370657151
2011-02-20,5306.9041005996
2011-02-21,5329.67431115037
2011-02-22,5152.65529654513
2011-02-23,5270.22644231526
2011-02-24,5364.69689405547
2011-02-25,5280.89360309145
2011-02-26,5283.84949507187
2011-02-27,5242.57691328827
2011-02-28,5014.46172922041
