"date","load"
2011-01-01,5350.54923569472
2011-01-02,5355.68218180185
2011-01-03,5510.97524986474
2011-01-04,5319.04942713697
2011-01-05,5083.36954009976
2011-01-06,5226.55976847266
2011-01-07,4976.93089609656
2011-01-08,5152.60927641019
2011-01-09,5129.77290575041
2011-01-10,5107.27489817159
2011-01-11,4945.73427339486
2011-01-12,4867.384940357
2011-01-13,5097.72690071297
2011-01-14,5100.81159946478
2011-01-15,5169.20593318325
2011-01-16,5228.05137378999
2011-01-17,5207.07571400454
2011-01-18,5083.8827252061
2011-01-19,5006.34987912897
2011-01-20,5199.60266774713
2011-01-21,4992.51386329025
2011-01-22,4960.91171790066
2011-01-23,4907.46952919189
2011-01-24,4948.26805670022
2011-01-25,5047.02121433137
2011-01-26,4917.57808470013
2011-01-27,4948.41340713193
2011-01-28,4714.24586172403
2011-01-29,4743.02252014643
2011-01-30,4923.99462392132
2011-01-31,4977.67474844159
2011-02-01,4836.02561234326
2011-02-02,4700.87330073817
2011-02-03,4746.19983562382
2011-02-04,4713.91585464622
2011-02-05,4883.78146441799
2011-02-06,4684.46419827694
2011-02-07,4756.28777988158
2011-02-08,4675.89983238794
2011-02-09,4580.98659542403
2011-02-10,4725.09480056798
2011-02-11,4531.86209631782
2011-02-12,4534.65862677321
2011-02-13,4596.9409065686
2011-02-14,4660.52863708494
2011-02-15,4604.01789875087
2011-02-16,4535.40668917099
2011-02-17,4613.05494432569
2011-02-18,4594.28321519772
2011-02-19,4565.91583864157
2011-02-20,4558.07870552901
2011-02-21,4555.10773617001
2011-02-22,4494.80502852513
2011-02-23,4482.19542522391
2011-02-24,4548.87503267169
2011-02-25,4404.6409231848
2011-02-26,4567.37210471277
2011-02-27,4486.74535138932
2011-02-28,4519.69510340442
