"date","load"
2011-01-01,5379.31596249313
2011-01-02,5526.43151106337
2011-01-03,5662.41233258624
2011-01-04,5526.00666353464
2011-01-05,5347.1076560525
2011-01-06,5507.59950588767
2011-01-07,5407.8799226413
2011-01-08,5667.4397429334
2011-01-09,5797.44295335984
2011-01-10,5863.26279920014
2011-01-11,5748.21321156069
2011-01-12,5703.61895748848
2011-01-13,5910.54023832252
2011-01-14,5900.7361136252
2011-01-15,6213.70336574986
2011-01-16,6330.4056741318
2011-01-17,6395.44667523974
2011-01-18,6301.35356397103
2011-01-19,6328.07386227434
2011-01-20,6548.73373392818
2011-01-21,6488.01945831233
2011-01-22,6559.40695280426
2011-01-23,6538.98558812285
2011-01-24,6589.48476110102
2011-01-25,6681.9540600074
2011-01-26,6695.87611078652
2011-01-27,6752.13487654322
2011-01-28,6630.34065477615
2011-01-29,6807.25062252336
2011-01-30,6978.73516505673
2011-01-31,7082.17964514899
2011-02-01,6979.47519711804
2011-02-02,6858.17003970429
2011-02-03,6869.71825708774
2011-02-04,6904.43927482446
2011-02-05,7241.62000105921
2011-02-06,7209.83778188184
2011-02-07,7207.100078602
2011-02-08,7175.01796926481
2011-02-09,7080.04764954477
2011-02-10,7205.52007432871
2011-02-11,7114.05549200909
2011-02-12,7232.76111091644
2011-02-13,7287.39492026942
2011-02-14,7385.10626340784
2011-02-15,7332.99079695821
2011-02-16,7282.82407698611
2011-02-17,7362.33007158282
2011-02-18,7298.39594350012
2011-02-19,7483.56761803365
2011-02-20,7463.81931580631
2011-02-21,7469.77326157591
2011-02-22,7333.25231758136
2011-02-23,7355.77278709041
2011-02-24,7487.27823668585
2011-02-25,7367.57950536625
2011-02-26,7546.04033109768
2011-02-27,7508.76251974751
2011-02-28,7510.35467612087
