"date","load"
2011-01-01,4947.95689181885
2011-01-02,4815.44557851729
2011-01-03,4978.92962597268
2011-01-04,5007.65269363131
2011-01-05,5074.93727540915
2011-01-06,5043.88144161915
2011-01-07,4934.02880863687
2011-01-08,5020.71706603358
2011-01-09,4957.69304493759
2011-01-10,4925.57040423175
2011-01-11,4878.11007480028
2011-01-12,4878.25633797203
2011-01-13,4964.90794216323
2011-01-14,4786.52097297933
2011-01-15,4886.40851258329
2011-01-16,5072.03907748366
2011-01-17,5033.45090958592
2011-01-18,4867.8688414364
2011-01-19,4820.78366867847
2011-01-20,4798.02118461448
2011-01-21,4690.7616891588
2011-01-22,4796.42528163272
2011-01-23,4818.9376176453
2011-01-24,4727.43075663632
2011-01-25,4950.10622519759
2011-01-26,5108.22553443385
2011-01-27,5002.22431873186
2011-01-28,4721.02165725301
2011-01-29,4829.47840235778
2011-01-30,5145.39938642385
2011-01-31,5127.05926960936
2011-02-01,5175.77365482329
2011-02-02,5266.94275024133
2011-02-03,5398.94528830232
2011-02-04,5514.63391241721
2011-02-05,5517.9040387438
2011-02-06,5429.02278367781
2011-02-07,5266.5276410987
2011-02-08,5089.69433569275
2011-02-09,4978.7715333341
2011-02-10,5334.93274695507
2011-02-11,5530.50896754659
2011-02-12,5549.19658336564
2011-02-13,5307.534972421
2011-02-14,5126.90187654613
2011-02-15,5153.55108252063
2011-02-16,5159.79270623654
2011-02-17,5239.3623402544
2011-02-18,5156.57732412818
2011-02-19,5012.88265644129
2011-02-20,5134.8396400395
2011-02-21,5165.43814557678
2011-02-22,5077.22687433175
2011-02-23,5200.53779692678
2011-02-24,5238.74075310317
2011-02-25,5188.21667012218
2011-02-26,5169.39529375121
2011-02-27,5111.83975626238
2011-02-28,4867.8908433129
