"date","load"
2011-01-01,5256.35691915556
2011-01-02,5394.27116992001
2011-01-03,5534.36150947494
2011-01-04,5449.97058522577
2011-01-05,5320.2294109505
2011-01-06,5441.84380522534
2011-01-07,5351.93874091076
2011-01-08,5564.04937169373
2011-01-09,5637.45022824066
2011-01-10,5671.85282134585
2011-01-11,5574.22910841537
2011-01-12,5535.15690847139
2011-01-13,5705.97588945941
2011-01-14,5714.70269884636
2011-01-15,5952.54411410187
2011-01-16,6022.52831107089
2011-01-17,6046.02913224103
2011-01-18,5969.64181916297
2011-01-19,5983.48210006015
2011-01-20,6149.23586458921
2011-01-21,6106.17715890985
2011-01-22,6164.04259611511
2011-01-23,6144.52977841674
2011-01-24,6172.8886795176
2011-01-25,6238.24105284653
2011-01-26,6240.958219877
2011-01-27,6275.30545933106
2011-01-28,6178.60929033527
2011-01-29,6308.19670334667
2011-01-30,6436.11829318121
2011-01-31,6510.36003351291
2011-02-01,6433.41454804009
2011-02-02,6340.46224270682
2011-02-03,6346.87484460748
2011-02-04,6370.14003362858
2011-02-05,6615.09254435775
2011-02-06,6571.76434315723
2011-02-07,6551.20694416244
2011-02-08,6522.46290979071
2011-02-09,6453.76705166352
2011-02-10,6555.65537462405
2011-02-11,6487.46597614384
2011-02-12,6573.74881983254
2011-02-13,6603.34155671285
2011-02-14,6658.80404755095
2011-02-15,6608.28379139058
2011-02-16,6570.44402085184
2011-02-17,6637.28636500211
2011-02-18,6592.61956027353
2011-02-19,6738.25596468518
2011-02-20,6710.26585562992
2011-02-21,6692.53935759678
2011-02-22,6571.94889541502
2011-02-23,6581.33499992417
2011-02-24,6678.68889880062
2011-02-25,6585.89364084738
2011-02-26,6728.32116295196
2011-02-27,6691.65381529351
2011-02-28,6674.27304195368
