"date","load"
2011-01-01,5108.84546498774
2011-01-02,5158.44799008615
2011-01-03,5290.47659343765
2011-01-04,5172.74695911093
2011-01-05,5055.66545120865
2011-01-06,5184.22253442046
2011-01-07,5094.42996662232
2011-01-08,5182.95559975774
2011-01-09,5162.80895011234
2011-01-10,5150.52484468083
2011-01-11,5037.24853848587
2011-01-12,4986.35757030699
2011-01-13,5152.87540007409
2011-01-14,5033.8032966721
2011-01-15,5194.7952230096
2011-01-16,5252.93656651368
2011-01-17,5216.79434945528
2011-01-18,5087.57310268012
2011-01-19,5097.51284776502
2011-01-20,5178.09080133871
2011-01-21,5119.92121129003
2011-01-22,5080.259128245
2011-01-23,5046.91494416617
2011-01-24,5044.22528697916
2011-01-25,5027.36985583034
2011-01-26,5071.84342017385
2011-01-27,5030.22619631016
2011-01-28,4948.39639682336
2011-01-29,4969.17474463965
2011-01-30,4995.75470344336
2011-01-31,5033.78106613631
2011-02-01,4982.41260517676
2011-02-02,4945.49048787216
2011-02-03,4898.59929197027
2011-02-04,4873.84916240824
2011-02-05,4964.99532483805
2011-02-06,4984.29210348148
2011-02-07,4885.50726174292
2011-02-08,4863.11188062899
2011-02-09,4818.55119882607
2011-02-10,4833.03507583784
2011-02-11,4819.98132426902
2011-02-12,4830.58161951137
2011-02-13,4808.59885254635
2011-02-14,4826.39986560844
2011-02-15,4780.14169900398
2011-02-16,4759.08292973593
2011-02-17,4771.2027108323
2011-02-18,4701.2266854586
2011-02-19,4826.72128637828
2011-02-20,4788.10876896748
2011-02-21,4763.87048229947
2011-02-22,4640.22096138768
2011-02-23,4653.47765142904
2011-02-24,4715.53312135594
2011-02-25,4665.77283603753
2011-02-26,4689.74375137053
2011-02-27,4694.89246317426
2011-02-28,4666.17070248186
